2022-06-29 14:57:07.291 [app-server-domain-product,,] [background-preinit] INFO  org.hibernate.validator.internal.util.Version - HV000001: Hibernate Validator 6.1.7.Final
2022-06-29 14:57:10.474 [app-server-domain-product,,] [main] INFO  o.s.c.c.client.ConfigServicePropertySourceLocator - Fetching config from server at : http://soyokra:8091/
2022-06-29 14:57:15.249 [app-server-domain-product,,] [main] INFO  o.s.c.c.client.ConfigServicePropertySourceLocator - Located environment: name=app-server-domain-product, profiles=[dev], label=app-server-domain-product/dev, version=83c5d3bf3c1ffdf8c63e2cef65a2752661b39e27, state=null
2022-06-29 14:57:15.249 [app-server-domain-product,,] [main] INFO  o.s.c.b.c.PropertySourceBootstrapConfiguration - Located property source: [BootstrapPropertySource@727860268 {name='bootstrapProperties-configClient', properties={config.client.version=83c5d3bf3c1ffdf8c63e2cef65a2752661b39e27}}, BootstrapPropertySource@1717739363 {name='bootstrapProperties-git@github.com:soyokra/spring-cloud-learn-config.git/application.yml', properties={app.tags=product, dev, version=2}}]
2022-06-29 14:57:15.296 [app-server-domain-product,,] [main] INFO  com.soyokra.learn.product.ProductApplication - The following profiles are active: dev
2022-06-29 14:57:16.489 [app-server-domain-product,,] [main] INFO  o.springframework.cloud.context.scope.GenericScope - BeanFactory id=12839569-ed5a-31cc-913d-31d11c9aee00
2022-06-29 14:57:16.504 [app-server-domain-product,,] [main] INFO  o.s.i.c.DefaultConfiguringBeanFactoryPostProcessor - No bean named 'errorChannel' has been explicitly defined. Therefore, a default PublishSubscribeChannel will be created.
2022-06-29 14:57:16.504 [app-server-domain-product,,] [main] INFO  o.s.i.c.DefaultConfiguringBeanFactoryPostProcessor - No bean named 'taskScheduler' has been explicitly defined. Therefore, a default ThreadPoolTaskScheduler will be created.
2022-06-29 14:57:16.520 [app-server-domain-product,,] [main] INFO  o.s.i.c.DefaultConfiguringBeanFactoryPostProcessor - No bean named 'integrationHeaderChannelRegistry' has been explicitly defined. Therefore, a default DefaultHeaderChannelRegistry will be created.
2022-06-29 14:57:16.788 [app-server-domain-product,,] [main] INFO  o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker - Bean 'integrationChannelResolver' of type [org.springframework.integration.support.channel.BeanFactoryChannelResolver] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2022-06-29 14:57:16.788 [app-server-domain-product,,] [main] INFO  o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker - Bean 'integrationDisposableAutoCreatedBeans' of type [org.springframework.integration.config.annotation.Disposables] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2022-06-29 14:57:16.819 [app-server-domain-product,,] [main] INFO  o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker - Bean 'org.springframework.cloud.stream.config.BindersHealthIndicatorAutoConfiguration' of type [org.springframework.cloud.stream.config.BindersHealthIndicatorAutoConfiguration$$EnhancerBySpringCGLIB$$df01a6d5] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2022-06-29 14:57:16.835 [app-server-domain-product,,] [main] INFO  o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker - Bean 'bindersHealthContributor' of type [org.springframework.cloud.stream.config.BindersHealthIndicatorAutoConfiguration$BindersHealthContributor] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2022-06-29 14:57:16.850 [app-server-domain-product,,] [main] INFO  o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker - Bean 'bindersHealthIndicatorListener' of type [org.springframework.cloud.stream.config.BindersHealthIndicatorAutoConfiguration$BindersHealthIndicatorListener] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2022-06-29 14:57:16.866 [app-server-domain-product,,] [main] INFO  o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker - Bean 'org.springframework.integration.config.IntegrationManagementConfiguration' of type [org.springframework.integration.config.IntegrationManagementConfiguration] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2022-06-29 14:57:16.881 [app-server-domain-product,,] [main] INFO  o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker - Bean 'org.springframework.boot.autoconfigure.integration.IntegrationAutoConfiguration$IntegrationJmxConfiguration' of type [org.springframework.boot.autoconfigure.integration.IntegrationAutoConfiguration$IntegrationJmxConfiguration] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2022-06-29 14:57:16.897 [app-server-domain-product,,] [main] INFO  o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker - Bean 'org.springframework.boot.autoconfigure.jmx.JmxAutoConfiguration' of type [org.springframework.boot.autoconfigure.jmx.JmxAutoConfiguration] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2022-06-29 14:57:16.897 [app-server-domain-product,,] [main] INFO  o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker - Bean 'mbeanServer' of type [com.sun.jmx.mbeanserver.JmxMBeanServer] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2022-06-29 14:57:17.276 [app-server-domain-product,,] [main] INFO  o.s.boot.web.embedded.tomcat.TomcatWebServer - Tomcat initialized with port(s): 8081 (http)
2022-06-29 14:57:17.276 [app-server-domain-product,,] [main] INFO  org.apache.coyote.http11.Http11NioProtocol - Initializing ProtocolHandler ["http-nio-8081"]
2022-06-29 14:57:17.289 [app-server-domain-product,,] [main] INFO  org.apache.catalina.core.StandardService - Starting service [Tomcat]
2022-06-29 14:57:17.289 [app-server-domain-product,,] [main] INFO  org.apache.catalina.core.StandardEngine - Starting Servlet engine: [Apache Tomcat/9.0.46]
2022-06-29 14:57:17.415 [app-server-domain-product,,] [main] INFO  o.a.c.core.ContainerBase.[Tomcat].[localhost].[/] - Initializing Spring embedded WebApplicationContext
2022-06-29 14:57:17.415 [app-server-domain-product,,] [main] INFO  o.s.b.w.s.c.ServletWebServerApplicationContext - Root WebApplicationContext: initialization completed in 2119 ms
2022-06-29 14:57:17.555 [app-server-domain-product,,] [main] INFO  com.netflix.config.sources.URLConfigurationSource - To enable URLs as dynamic configuration sources, define System property archaius.configurationSource.additionalUrls or make config.properties available on classpath.
2022-06-29 14:57:17.571 [app-server-domain-product,,] [main] INFO  com.netflix.config.DynamicPropertyFactory - DynamicPropertyFactory is initialized with configuration sources: com.netflix.config.ConcurrentCompositeConfiguration@755a7218
2022-06-29 14:57:22.891 [app-server-domain-product,,] [main] INFO  o.s.scheduling.concurrent.ThreadPoolTaskScheduler - Initializing ExecutorService 'taskScheduler'
2022-06-29 14:57:23.457 [app-server-domain-product,,] [main] INFO  o.s.cloud.openfeign.FeignClientFactoryBean - For 'app-server-domain-order' URL not provided. Will try picking an instance via load-balancing.
2022-06-29 14:57:23.535 [app-server-domain-product,,] [main] INFO  com.netflix.config.sources.URLConfigurationSource - To enable URLs as dynamic configuration sources, define System property archaius.configurationSource.additionalUrls or make config.properties available on classpath.
2022-06-29 14:57:23.661 [app-server-domain-product,,] [main] INFO  o.s.scheduling.concurrent.ThreadPoolTaskExecutor - Initializing ExecutorService 'applicationTaskExecutor'
2022-06-29 14:57:24.052 [app-server-domain-product,,] [main] INFO  o.s.c.s.f.FunctionConfiguration$FunctionBindingRegistrar - Functional binding is disabled due to the presense of @EnableBinding annotation in your configuration
2022-06-29 14:57:26.344 [app-server-domain-product,,] [main] INFO  o.s.c.n.e.c.DiscoveryClientOptionalArgsConfiguration - Eureka HTTP Client uses Jersey
2022-06-29 14:57:26.563 [app-server-domain-product,,] [main] INFO  o.s.b.actuate.endpoint.web.EndpointLinksResolver - Exposing 22 endpoint(s) beneath base path '/actuator'
2022-06-29 14:57:26.735 [app-server-domain-product,,] [main] INFO  o.s.c.stream.messaging.DirectWithAttributesChannel - Channel 'app-server-domain-product-1.springCloudBusInput' has 1 subscriber(s).
2022-06-29 14:57:26.847 [app-server-domain-product,,] [main] INFO  o.s.integration.monitor.IntegrationMBeanExporter - Registering MessageChannel nullChannel
2022-06-29 14:57:26.863 [app-server-domain-product,,] [main] INFO  o.s.integration.monitor.IntegrationMBeanExporter - Registering MessageChannel springCloudBusOutput
2022-06-29 14:57:26.925 [app-server-domain-product,,] [main] INFO  o.s.integration.monitor.IntegrationMBeanExporter - Registering MessageChannel errorChannel
2022-06-29 14:57:26.956 [app-server-domain-product,,] [main] INFO  o.s.integration.monitor.IntegrationMBeanExporter - Registering MessageChannel springCloudBusInput
2022-06-29 14:57:26.956 [app-server-domain-product,,] [main] INFO  o.s.integration.monitor.IntegrationMBeanExporter - Registering MessageHandler errorLogger
2022-06-29 14:57:26.972 [app-server-domain-product,,] [main] INFO  o.s.integration.monitor.IntegrationMBeanExporter - Registering MessageHandler org.springframework.cloud.stream.binding.StreamListenerMessageHandler@4a6c33a0
2022-06-29 14:57:27.082 [app-server-domain-product,,] [main] INFO  o.s.integration.endpoint.EventDrivenConsumer - Adding {logging-channel-adapter:_org.springframework.integration.errorLogger} as a subscriber to the 'errorChannel' channel
2022-06-29 14:57:27.082 [app-server-domain-product,,] [main] INFO  o.s.integration.channel.PublishSubscribeChannel - Channel 'app-server-domain-product-1.errorChannel' has 1 subscriber(s).
2022-06-29 14:57:27.082 [app-server-domain-product,,] [main] INFO  o.s.integration.endpoint.EventDrivenConsumer - started bean '_org.springframework.integration.errorLogger'
2022-06-29 14:57:27.082 [app-server-domain-product,,] [main] INFO  o.s.cloud.stream.binder.DefaultBinderFactory - Creating binder: rabbit
